ID,deposits,deposit_amount,withdrawals,withdrawal_amount,declines,biggest_deposit,deposit_amount_variance,withdrawal_amount_variance,nightdeposits,activeweeks,activemonths,propnight,intensity,netloss,logdeclines
customer2960,2,34.15,0,0,0,29.87,291.61125,0,1,2,2,0.5,1,34.15,0
customer2961,10,821.22,4,520.62,0,206,20669.27328,45833.6961,6,2,1,0.6,5,300.6,0
customer2962,15,973,0,0,0,103,1285.266667,0,8,9,4,0.533333333,1.666666667,973,0
customer2963,10,422,0,0,0,72.1,290.6222222,0,6,7,2,0.6,1.428571429,422,0
customer2964,42,1930,0,0,0,150,386.8757259,0,6,10,3,0.142857143,4.2,1930,0
customer2965,10,1044.54,0,0,0,220,5335.527827,0,4,4,4,0.4,2.5,1044.54,0
customer2966,12,331.69,0,0,0,80,578.225372,0,3,5,3,0.25,2.4,331.69,0
customer2967,20,1752.69,1,259.87,0,220,3606.319384,0,8,14,9,0.4,1.428571429,1492.82,0
customer2968,6,258.31,3,133,0,160,3276.295217,3276.333333,2,4,2,0.333333333,1.5,125.31,0
customer2969,5,388,0,0,0,100,705.675,0,4,5,4,0.8,1,388,0
customer297,265,34020.79,1,2.02,1,618,7841.342626,0,58,43,11,0.218867925,6.162790698,34018.77,0.693147181
customer2970,22,4469.68,10,3139.68,0,515,11550.86699,34270.71024,12,8,3,0.545454545,2.75,1330,0
customer2971,6,713,0,0,0,309,8336.166667,0,4,4,3,0.666666667,1.5,713,0
customer2972,17,1404,0,0,0,113.3,641.2261029,0,5,13,5,0.294117647,1.307692308,1404,0
customer2973,5,675,0,0,0,206,2375,0,1,4,2,0.2,1.25,675,0
customer2974,1,20,1,20,0,0,0,0,0,1,1,0,1,0,0
customer2975,7,361.2,0,0,0,82.4,760.5866667,0,3,5,2,0.428571429,1.4,361.2,0
customer2976,7,1662,0,0,0,309,14672.95238,0,0,6,3,0,1.166666667,1662,0
customer2977,40,1480.05,0,0,0,120,497.5241138,0,1,21,8,0.025,1.904761905,1480.05,0
customer2978,11,1594.11,3,730.08,0,310.03,48861.19545,95641.0672,3,5,3,0.272727273,2.2,864.03,0
customer2979,26,1056.86,20,443.61,0,200,2015.938438,649.5434155,10,13,8,0.384615385,2,613.25,0
customer298,426,73061.71,2,600,154,881.52,23647.08418,0,124,52,12,0.291079812,8.192307692,72461.71,5.043425117
customer2980,3,104.53,5,184.16,0,103,689.1736333,809.76112,1,3,3,0.333333333,1,-79.63,0
customer2981,32,5412.81,9,2071.62,0,529.56,16058.89697,36649.7316,13,12,4,0.40625,2.666666667,3341.19,0
customer2982,2,3.8,14,314.85,0,0,1.62,168.5136995,0,1,1,0,2,-311.05,0
customer2983,2,60.9,0,0,0,30.89,0.405,0,0,2,1,0,1,60.9,0
customer2984,4,974.9,0,0,0,200,52858.58603,0,0,2,2,0,2,974.9,0
customer2985,31,1453,1,100,0,103,541.8494624,0,12,8,2,0.387096774,3.875,1353,0
customer2986,2,91.2,0,0,0,51.5,62.72,0,2,2,2,1,1,91.2,0
customer2987,16,928.45,0,0,0,206,2471.170736,0,9,12,6,0.5625,1.333333333,928.45,0
customer2988,42,4609.63,0,0,0,370,12901.94365,0,5,13,4,0.119047619,3.230769231,4609.63,0
customer2989,2,88,0,0,0,51.5,72,0,1,1,1,0.5,2,88,0
customer299,276,6213.94,6,1600,0,200,2242.089499,9666.666667,66,35,8,0.239130435,7.885714286,4613.94,0
customer2990,2,400,0,0,0,412,20000,0,0,1,1,0,2,400,0
customer2991,20,1776.22,0,0,0,160,1248.77262,0,6,15,9,0.3,1.333333333,1776.22,0
customer2992,4,185.6,0,0,0,123.59,2606.506667,0,0,3,2,0,1.333333333,185.6,0
customer2993,3,91.5,0,0,0,51.5,370.75,0,1,3,2,0.333333333,1,91.5,0
customer2994,8,371.2,0,0,0,103,1182.537143,0,4,7,4,0.5,1.142857143,371.2,0
customer2995,41,5016.98,3,760,0,257.5,4152.28639,75033.33333,12,28,10,0.292682927,1.464285714,4256.98,0
customer2996,28,3766.92,26,929.91,0,1236,104572.6624,3863.029585,8,11,4,0.285714286,2.545454545,2837.01,0
customer2997,10,160.6,0,0,0,20.6,27.236,0,1,5,4,0.1,2,160.6,0
customer2998,52,1110.45,3,499,0,46.34,1113.406986,1577.333333,19,15,5,0.365384615,3.466666667,611.45,0
customer2999,26,862.83,0,0,0,150,819.7703854,0,3,12,4,0.115384615,2.166666667,862.83,0
customer3,666,12078.62,1001,4922.75,1,309,520.0371277,22.6416828,188,52,12,0.282282282,12.80769231,7155.87,0.693147181
customer30,31,1468.61,10,903.26,0,105,624.1404656,3976.809427,6,17,8,0.193548387,1.823529412,565.35,0
customer300,159,6645,0,0,0,515,3294.532601,0,52,13,4,0.327044025,12.23076923,6645,0
customer3000,19,564.01,6,210.25,0,206,2739.96176,5056.510417,2,10,4,0.105263158,1.9,353.76,0
customer3001,10,1947.6,0,0,0,350,11107.93982,0,5,7,7,0.5,1.428571429,1947.6,0
customer3002,6,171.78,0,0,0,50,185.2294,0,2,5,3,0.333333333,1.2,171.78,0
customer3003,2,170,0,0,0,103,450,0,1,2,1,0.5,1,170,0
customer3004,1,50,0,0,0,51.5,0,0,0,1,1,0,1,50,0
customer3005,34,9145.67,0,0,0,679.8,14077.83157,0,18,14,7,0.529411765,2.428571429,9145.67,0
customer3006,11,417.75,0,0,0,72.1,292.0056818,0,2,8,4,0.181818182,1.375,417.75,0
customer3007,8,672.6,0,0,0,103,529.0164286,0,1,7,6,0.125,1.142857143,672.6,0
customer3008,10,6265,0,0,0,1030,124189.1667,0,5,10,5,0.5,1,6265,0
customer3009,23,258,0,0,0,25.75,35.2687747,0,4,12,4,0.173913043,1.916666667,258,0
customer301,143,18188,0,0,0,515,5118.87255,0,59,40,12,0.412587413,3.575,18188,0
customer3010,8,296.5,0,0,0,51.5,201.8883929,0,2,6,2,0.25,1.333333333,296.5,0
customer3011,12,955.92,0,0,0,103,377.7437273,0,1,10,5,0.083333333,1.2,955.92,0
customer3012,24,1039.03,4,613.09,0,103,598.2360737,23689.27036,7,12,5,0.291666667,2,425.94,0
customer3013,19,1296,0,0,0,309,4821.397661,0,4,8,4,0.210526316,2.375,1296,0
customer3014,12,710.81,1,60,0,180.25,1960.217554,0,3,11,6,0.25,1.090909091,650.81,0
customer3015,9,123.06,4,48.3,0,25,31.091025,20.48916667,2,7,3,0.222222222,1.285714286,74.76,0
customer3016,18,2664,0,0,0,391.4,10093.88235,0,7,12,7,0.388888889,1.5,2664,0
customer3017,36,1046.6,0,0,0,66.95,377.6963492,0,8,13,3,0.222222222,2.769230769,1046.6,0
customer3018,35,11815.16,0,0,0,740,44551.48669,0,3,22,9,0.085714286,1.590909091,11815.16,0
customer3019,6,1776.03,0,0,0,412,4259.95203,0,2,6,4,0.333333333,1,1776.03,0
customer302,52,6620.41,38,5126.01,0,309,5292.8129,10062.22718,16,14,5,0.307692308,3.714285714,1494.4,0
customer3020,7,1330,0,0,0,515,23656,0,5,3,1,0.714285714,2.333333333,1330,0
customer3021,1,25,0,0,0,25.75,0,0,0,1,1,0,1,25,0
customer3022,45,9540.32,3,350,0,1100,35876.18823,13958.33333,12,14,5,0.266666667,3.214285714,9190.32,0
customer3023,16,2302.68,8,665,0,500,17855.45695,3892.410714,6,8,4,0.375,2,1637.68,0
customer3024,17,3237.1,0,0,0,329.6,3407.617419,0,6,15,8,0.352941176,1.133333333,3237.1,0
customer3025,23,1309.92,0,0,0,133.9,1540.101013,0,6,17,7,0.260869565,1.352941176,1309.92,0
customer3026,12,1556,1,100,0,206,6034.060606,0,5,6,4,0.416666667,2,1456,0
customer3027,18,912.11,0,0,0,206,2054.137104,0,7,10,6,0.388888889,1.8,912.11,0
customer3028,6,365.37,0,0,0,156,2838.18187,0,2,6,4,0.333333333,1,365.37,0
customer3029,17,1948,0,0,0,1030,16769.38235,0,7,9,4,0.411764706,1.888888889,1948,0
customer303,158,18543.63,0,0,0,350.2,1362.554578,0,109,33,8,0.689873418,4.787878788,18543.63,0
customer3030,19,4406,2,400,0,412,7683.766082,20000,6,17,6,0.315789474,1.117647059,4006,0
customer3031,13,2562.3,0,0,0,515,15992.65062,0,3,12,5,0.230769231,1.083333333,2562.3,0
customer3032,18,9160,0,0,0,1030,68716.33987,0,5,8,3,0.277777778,2.25,9160,0
customer3033,49,3800,0,0,0,206,1647.002551,0,20,13,4,0.408163265,3.769230769,3800,0
customer3034,25,3650.01,1,0.01,0,515,8108.628337,0,9,12,4,0.36,2.083333333,3650,0
customer3035,4,227,2,71.5,0,113.3,1280.916667,105.125,2,2,1,0.5,2,155.5,0
customer3036,15,430,3,140,0,51.5,169.5238095,2133.333333,3,8,3,0.2,1.875,290,0
customer3037,9,640,0,0,0,90,154.8611111,0,3,9,5,0.333333333,1,640,0
customer3038,8,1112.11,0,0,0,257.5,3270.490084,0,1,7,4,0.125,1.142857143,1112.11,0
customer3039,56,1272.71,7,754.31,0,103,239.6576033,17632.30855,22,28,10,0.392857143,2,518.4,0
customer304,303,10091.11,309,11129.89,0,103.09,2829.479016,746.0455696,89,42,12,0.293729373,7.214285714,-1038.78,0
customer3040,19,1379,0,0,0,206,2461.812865,0,8,10,4,0.421052632,1.9,1379,0
customer3041,17,2200,0,0,0,412,16643.38235,0,2,7,3,0.117647059,2.428571429,2200,0
customer3042,10,285,0,0,0,61.79,228.0555556,0,7,4,1,0.7,2.5,285,0
customer3043,21,13015,0,0,0,1030,47451.19048,0,7,8,4,0.333333333,2.625,13015,0
customer3044,25,549,2,308,0,61.79,174.2691667,19208,6,16,5,0.24,1.5625,241,0
customer3045,12,351,2,243,0,154.5,1506.022727,144.5,1,7,3,0.083333333,1.714285714,108,0
customer3046,64,1298.68,58,2132.96,0,775,438.3048663,1186.36491,25,11,3,0.390625,5.818181818,-834.28,0
customer3047,3,111,0,0,0,50,237,0,1,2,2,0.333333333,1.5,111,0
customer3048,10,360,0,0,0,51.5,110,0,2,7,4,0.2,1.428571429,360,0
customer3049,27,959.75,1,250,0,75,261.0379781,0,8,12,6,0.296296296,2.25,709.75,0
customer305,185,2154.1,0,0,0,105,251.8121073,0,48,47,12,0.259459459,3.936170213,2154.1,0
customer3050,3,900,0,0,0,600,70000,0,0,2,1,0,1.5,900,0
customer3051,20,9127,0,0,0,1030,45018.87105,0,8,15,8,0.4,1.333333333,9127,0
customer3052,1,600,0,0,0,618,0,0,0,1,1,0,1,600,0
customer3053,6,630,0,0,0,128.75,320,0,0,5,2,0,1.2,630,0
customer3054,33,769.93,4,90,0,72.1,331.1982797,158.3333333,12,13,5,0.363636364,2.538461538,679.93,0
customer3055,7,457.74,13,522.19,0,128.75,7013.405014,3279.398714,1,4,3,0.142857143,1.75,-64.45,0
customer3056,16,223,1,11,0,20.6,43.12916667,0,3,12,4,0.1875,1.333333333,212,0
customer3057,24,1932,0,0,0,123.59,1010.173913,0,8,10,3,0.333333333,2.4,1932,0
customer3058,36,783.25,3,155,0,103,365.0267361,1233.333333,8,14,4,0.222222222,2.571428571,628.25,0
customer3059,32,2887.44,2,100,0,200,1299.293019,0,13,25,11,0.40625,1.28,2787.44,0
customer306,10,1250,0,0,0,226.6,4893.555556,0,3,8,3,0.3,1.25,1250,0
customer3060,11,3961.18,0,0,0,500,12640.04632,0,3,8,5,0.272727273,1.375,3961.18,0
customer3061,14,245,0,0,0,25.75,37.5,0,2,13,7,0.142857143,1.076923077,245,0
customer3062,11,946.5,1,25,0,412,11830.52273,0,6,8,3,0.545454545,1.375,921.5,0
customer3063,15,273.09,20,67.69,0,51.5,218.9923971,155.2112261,1,13,7,0.066666667,1.153846154,205.4,0
customer3064,4,1210,0,0,0,587.09,38825,0,0,4,2,0,1,1210,0
customer3065,49,2796.88,7,170,0,515,6393.994512,128.5714286,13,23,8,0.265306122,2.130434783,2626.88,0
customer3066,28,1122.45,0,0,0,82.4,378.151412,0,4,22,9,0.142857143,1.272727273,1122.45,0
customer3067,13,1110,0,0,0,206,1776.923077,0,3,8,3,0.230769231,1.625,1110,0
customer3068,12,4190.25,1,1000,0,515,77842.87642,0,3,9,8,0.25,1.333333333,3190.25,0
customer3069,15,313.87,2,95.77,0,30,30.84912667,8.94645,4,13,5,0.266666667,1.153846154,218.1,0
customer307,112,21808.27,0,0,0,824,19489.85172,0,36,29,8,0.321428571,3.862068966,21808.27,0
customer3070,21,340.33,0,0,0,45,112.4051948,0,4,9,3,0.19047619,2.333333333,340.33,0
customer3071,13,4259,0,0,0,515,15522.25641,0,2,10,5,0.153846154,1.3,4259,0
customer3072,2,149.26,0,0,0,150,5074.2738,0,1,2,2,0.5,1,149.26,0
customer3073,31,3997.32,0,0,0,400,8685.443458,0,9,20,7,0.290322581,1.55,3997.32,0
customer3074,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer3075,20,1132.5,0,0,0,164.8,1467.443289,0,2,19,9,0.1,1.052631579,1132.5,0
customer3076,22,657,0,0,0,47.38,119.9329004,0,2,15,4,0.090909091,1.466666667,657,0
customer3077,14,682.37,1,67,0,103,673.0950533,0,6,9,7,0.428571429,1.555555556,615.37,0
customer3078,4,600,0,0,0,309,15000,0,0,4,3,0,1,600,0
customer3079,1,65,0,0,0,66.95,0,0,0,1,1,0,1,65,0
customer308,102,9077.3,0,0,0,222,1823.240265,0,15,20,5,0.147058824,5.1,9077.3,0
customer3080,10,295,0,0,0,103,1408.055556,0,1,8,2,0.1,1.25,295,0
customer3081,5,305,0,0,0,77.25,417.5,0,2,4,2,0.4,1.25,305,0
customer3082,6,244,0,0,0,103,1160.666667,0,3,5,2,0.5,1.2,244,0
customer3083,23,650.65,0,0,0,82.4,299.7668083,0,3,20,9,0.130434783,1.15,650.65,0
customer3084,17,2456,0,0,0,206,2157.264706,0,10,8,4,0.588235294,2.125,2456,0
customer3085,22,797.75,3,74,0,61.79,315.2245076,25.33333333,6,17,8,0.272727273,1.294117647,723.75,0
customer3086,1,33,0,0,0,33.99,0,0,0,1,1,0,1,33,0
customer3087,1,60,0,0,0,61.79,0,0,0,1,1,0,1,60,0
customer3088,6,706,1,399,0,154.5,4392.666667,0,0,2,1,0,3,307,0
customer3089,4,541,8,1091.42,0,0,32616.91667,10066.27348,2,4,4,0.5,1,-550.42,0
customer309,223,3464.66,0,0,0,165,169.0011847,0,62,47,12,0.278026906,4.744680851,3464.66,0
customer3090,25,854.95,9,134,0,110.21,1247.981075,29.11111111,8,16,8,0.32,1.5625,720.95,0
customer3091,22,12107,0,0,2,2060,244691.7511,0,9,13,6,0.409090909,1.692307692,12107,1.098612289
customer3092,15,311.89,1,51.68,0,50.75,193.287821,0,3,10,5,0.2,1.5,260.21,0
customer3093,10,875,0,0,0,515,21106.94444,0,2,7,4,0.2,1.428571429,875,0
customer3094,5,214.95,0,0,0,103.09,1063.7778,0,2,5,3,0.4,1,214.95,0
customer3095,10,903.86,2,103.94,0,206,2661.957427,5339.5778,4,7,3,0.4,1.428571429,799.92,0
customer3096,1,25,0,0,0,25.75,0,0,1,1,1,1,1,25,0
customer3097,11,141.75,1,15,0,30.65,52.89240545,0,3,5,2,0.272727273,2.2,126.75,0
customer3098,36,586.91,0,0,0,25.75,30.56483897,0,11,13,6,0.305555556,2.769230769,586.91,0
customer3099,4,1000,0,0,0,412,10000,0,2,4,4,0.5,1,1000,0
customer31,117,30941.65,0,0,28,2000,124089.2939,0,48,37,12,0.41025641,3.162162162,30941.65,3.36729583
customer310,23,197,1,20,0,15.44,15.07509881,0,6,9,3,0.260869565,2.555555556,177,0
customer3100,17,2073.5,1,200,0,216.3,3316.952206,0,1,13,6,0.058823529,1.307692308,1873.5,0
customer3101,3,258.6,1,38,0,206,9799.32,0,2,1,1,0.666666667,3,220.6,0
customer3102,9,181,0,0,0,30.89,44.11111111,0,4,7,3,0.444444444,1.285714286,181,0
customer3103,10,1198.92,0,0,0,309,8148.903284,0,5,8,7,0.5,1.25,1198.92,0
customer3104,5,195.5,0,0,0,103,2372.8,0,2,3,2,0.4,1.666666667,195.5,0
customer3105,13,233,0,0,0,49.44,167.5769231,0,1,8,4,0.076923077,1.625,233,0
customer3106,33,2533.66,0,0,0,442.9,6933.119738,0,10,17,7,0.303030303,1.941176471,2533.66,0
customer3107,2,603,0,0,0,515,81204.5,0,0,2,2,0,1,603,0
customer3108,39,369,4,161,0,30.89,22.5708502,4440.916667,7,16,4,0.179487179,2.4375,208,0
customer3109,12,1992.42,2,850,0,210,4272.192427,151250,4,11,9,0.333333333,1.090909091,1142.42,0
customer311,101,5451.12,0,0,0,463.5,4217.748233,0,54,32,11,0.534653465,3.15625,5451.12,0
customer3110,17,1489.8,21,1551.29,0,206,2990.862689,4249.556659,8,11,6,0.470588235,1.545454545,-61.49,0
customer3111,2,299.71,0,0,0,300,39281.24205,0,0,1,1,0,2,299.71,0
customer3112,8,355,0,0,0,103,738.8392857,0,1,8,3,0.125,1,355,0
customer3113,9,903,0,0,0,154.5,588.5,0,2,2,2,0.222222222,4.5,903,0
customer3114,35,6866,0,0,0,824,54508.67563,0,8,15,4,0.228571429,2.333333333,6866,0
customer3115,2,153,0,0,0,100,1104.5,0,1,2,2,0.5,1,153,0
customer3116,5,195,0,0,0,103,1330,0,2,5,4,0.4,1,195,0
customer3117,15,789.9,2,470,0,41.2,6830.691143,18050,0,12,5,0,1.25,319.9,0
customer3118,1,100.89,0,0,0,104,0,0,0,1,1,0,1,100.89,0
customer3119,23,298.47,0,0,0,26.26,43.05816759,0,0,16,9,0,1.4375,298.47,0
customer312,223,22870.4,0,0,0,1900,22686.43966,0,92,49,12,0.412556054,4.551020408,22870.4,0
customer3120,2,51.5,0,0,0,51.5,1176.125,0,0,1,1,0,2,51.5,0
customer3121,2,1115,0,0,0,618,3612.5,0,1,2,1,0.5,1,1115,0
customer3122,18,137,0,0,0,20,25.66339869,0,6,6,2,0.333333333,3,137,0
customer3123,27,239.08,0,0,0,20.6,21.15270285,0,5,17,7,0.185185185,1.588235294,239.08,0
customer3124,3,150,0,0,0,103,0,0,0,3,2,0,1,150,0
customer3125,21,839.75,0,0,0,42,94.89903619,0,3,19,11,0.142857143,1.105263158,839.75,0
customer3127,17,595.6,0,0,0,113.3,576.2711765,0,10,8,3,0.588235294,2.125,595.6,0
customer3128,12,916,0,0,0,206,2626.787879,0,4,2,1,0.333333333,6,916,0
customer3129,21,2857,1,100,0,309,6105.547619,0,3,12,4,0.142857143,1.75,2757,0
customer313,73,9350,0,0,0,206,676.826484,0,37,17,4,0.506849315,4.294117647,9350,0
customer3130,4,1180,0,0,0,515,56633.33333,0,1,3,3,0.25,1.333333333,1180,0
customer3131,5,200,0,0,0,61.79,450,0,3,4,2,0.6,1.25,200,0
customer3132,14,9625.85,0,0,4,1545,231508.1319,0,1,7,6,0.071428571,2,9625.85,1.609437912
customer3133,1,48.5,0,0,0,50,0,0,0,1,1,0,1,48.5,0
customer3134,18,8352.04,0,0,0,515,5038.818865,0,9,13,8,0.5,1.384615385,8352.04,0
customer3135,39,1102,1,200,0,103,1205.14305,0,1,20,6,0.025641026,1.95,902,0
customer3136,15,912.51,3,450,0,200,2221.464054,17500,0,12,7,0,1.25,462.51,0
customer3137,17,968.24,4,137.24,0,375.95,7403.303976,2476.117733,6,4,3,0.352941176,4.25,831,0
customer3138,6,302.12,2,208,0,59,12.09022667,2,2,3,2,0.333333333,2,94.12,0
customer3139,3,110.41,0,0,0,53,180.2660333,0,1,3,2,0.333333333,1,110.41,0
customer314,282,58741.54,280,34910.81,0,800.31,25667.06092,10243.28122,94,52,12,0.333333333,5.423076923,23830.73,0
customer3140,8,1278.88,1,800,0,160,69103.33666,0,1,5,3,0.125,1.6,478.88,0
customer3141,37,5957.51,12,3626,0,206,15756.03981,22360.15152,14,24,11,0.378378378,1.541666667,2331.51,0
customer3142,3,80,0,0,0,41.2,133.3333333,0,0,2,2,0,1.5,80,0
customer3143,8,650.41,0,0,0,120,821.7345839,0,5,5,4,0.625,1.6,650.41,0
customer3144,23,10300,2,1200,0,1030,41699.60474,320000,4,12,4,0.173913043,1.916666667,9100,0
customer3145,8,489.5,1,9.97,0,120,1755.237421,0,0,4,3,0,2,479.53,0
customer3146,4,6009.5,3,4500,0,2060,985225.2292,750000,2,3,2,0.5,1.333333333,1509.5,0
customer3147,8,357,1,2,0,123.59,990.5535714,0,2,8,6,0.25,1,355,0
customer3148,27,3666.5,0,0,0,309,3597.312678,0,7,11,3,0.259259259,2.454545455,3666.5,0
customer3149,3,190,0,0,0,73.13,64.33333333,0,2,3,3,0.666666667,1,190,0
customer315,115,8907.71,0,0,0,515,6018.618645,0,39,39,12,0.339130435,2.948717949,8907.71,0
customer3150,37,1679.96,1,95,0,154.5,1180.657031,0,7,19,8,0.189189189,1.947368421,1584.96,0
customer3151,6,8390.83,0,0,1,2000,169761.8998,0,0,4,2,0,1.5,8390.83,0.693147181
customer3152,27,3945,18,1045,0,309,6860.25641,1541.349673,10,18,9,0.37037037,1.5,2900,0
customer3153,21,699,2,52,0,100,380.3142857,2,4,18,7,0.19047619,1.166666667,647,0
customer3154,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer3155,3,388.8,0,0,0,206,6808.48,0,0,3,3,0,1,388.8,0
customer3156,14,1093,1,200,0,103,2090.532967,0,3,8,4,0.214285714,1.75,893,0
customer3157,6,197.85,0,0,0,154.5,233.20375,0,3,5,2,0.5,1.2,197.85,0
customer3158,21,1265,0,0,0,103,748.6904762,0,11,9,4,0.523809524,2.333333333,1265,0
customer3159,13,461.5,0,0,0,51.5,218.25,0,4,6,2,0.307692308,2.166666667,461.5,0
customer316,85,8311.85,3,900.25,4,1940,111364.4997,186940.0208,36,29,10,0.423529412,2.931034483,7411.6,1.609437912
customer3160,3,213,0,0,0,103,643,0,1,2,1,0.333333333,1.5,213,0
customer3161,3,106.7,0,0,0,65,619.4258333,0,1,2,1,0.333333333,1.5,106.7,0
customer3162,36,536.84,0,0,0,120,398.1156749,0,11,8,3,0.305555556,4.5,536.84,0
customer3163,4,721.3,0,0,0,299.73,14410.88917,0,0,2,2,0,2,721.3,0
customer3164,5,303,0,0,0,103,486.8,0,1,5,3,0.2,1,303,0
customer3165,16,222.88,13,1706,0,20.6,18.9488,28048.85897,0,10,5,0,1.6,-1483.12,0
customer3166,6,940,0,0,0,309,7866.666667,0,3,5,3,0.5,1.2,940,0
customer3167,5,450.01,0,0,0,103,10713.37502,0,1,4,2,0.2,1.25,450.01,0
customer3168,15,1453,0,0,0,515,23697.98095,0,9,7,3,0.6,2.142857143,1453,0
customer3169,5,95,0,0,0,30.89,80,0,0,4,2,0,1.25,95,0
customer317,108,49573.03,3,4000,9,1500,160597.767,1083333.333,30,33,11,0.277777778,3.272727273,45573.03,2.302585093
customer3170,35,9139.46,0,0,0,515,9116.881302,0,14,18,8,0.4,1.944444444,9139.46,0
customer3171,2,122,0,0,0,103,3042,0,1,1,1,0.5,2,122,0
customer3172,6,135,0,0,0,41.2,77.5,0,3,2,2,0.5,3,135,0
customer3173,4,382.25,0,0,0,123.59,369.5989583,0,1,4,3,0.25,1,382.25,0
customer3174,14,990,0,0,0,154.5,1084.065934,0,9,11,4,0.642857143,1.272727273,990,0
customer3175,7,126,0,0,0,25.75,33,0,0,6,2,0,1.166666667,126,0
customer3176,6,123.19,0,0,0,26,61.87985667,0,2,5,2,0.333333333,1.2,123.19,0
customer3177,13,1555,0,0,0,154.5,501.9230769,0,3,8,4,0.230769231,1.625,1555,0
customer3178,35,10901.86,0,0,0,515,14253.19097,0,14,22,7,0.4,1.590909091,10901.86,0
customer3179,8,2287.64,0,0,0,1498.65,226250.1717,0,4,7,7,0.5,1.142857143,2287.64,0
customer318,170,2069.84,43,1848.92,0,92.69,126.3504829,969.5705393,53,38,10,0.311764706,4.473684211,220.92,0
customer3180,41,2130.19,0,0,0,206,1911.041645,0,9,12,5,0.219512195,3.416666667,2130.19,0
customer3181,1,20,0,0,0,10.3,0,0,1,1,1,1,1,20,0
customer3182,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer3183,14,620,0,0,0,61.79,284.0659341,0,6,10,4,0.428571429,1.4,620,0
customer3184,16,926,0,0,0,154.5,2011.05,0,8,9,4,0.5,1.777777778,926,0
customer3185,3,28.5,0,0,0,61.79,33.25,0,1,3,2,0.333333333,1,28.5,0
customer3186,25,17599.03,2,1553.68,2,1030,50890.9797,0,12,13,8,0.48,1.923076923,16045.35,1.098612289
customer3187,10,2825,0,0,0,618,33062.5,0,0,7,5,0,1.428571429,2825,0
customer3188,22,12191.43,0,0,0,1133,33236.81061,0,12,20,9,0.545454545,1.1,12191.43,0
customer3189,2,323,1,220,0,103,7564.5,0,0,2,2,0,1,103,0
customer319,15,3665.06,0,0,0,1030,70105.71561,0,10,8,3,0.666666667,1.875,3665.06,0
customer3190,5,404.33,0,0,0,123.69,988.82818,0,4,5,3,0.8,1,404.33,0
customer3191,2,39.78,0,0,0,21,0.4608,0,0,2,1,0,1,39.78,0
customer3192,9,364.05,0,0,0,61.79,175.30625,0,3,8,6,0.333333333,1.125,364.05,0
customer3193,10,472.45,3,196,0,61.79,98.21691667,5380.333333,1,8,7,0.1,1.25,276.45,0
customer3194,13,1100,2,200,0,164.8,1626.923077,0,6,7,3,0.461538462,1.857142857,900,0
customer3195,8,396.5,0,0,0,66.95,89.38839286,0,6,6,4,0.75,1.333333333,396.5,0
customer3196,4,115,2,0.19,0,41.2,206.25,0.00605,1,3,2,0.25,1.333333333,114.81,0
customer3197,22,4492.27,0,0,0,500,12829.28544,0,8,19,9,0.363636364,1.157894737,4492.27,0
customer3198,17,10585.18,4,4245,0,1030,70557.64023,686872.9167,3,13,7,0.176470588,1.307692308,6340.18,0
customer3199,12,2015,0,0,0,309,16306.62879,0,4,7,3,0.333333333,1.714285714,2015,0
customer32,114,4178.19,0,0,0,484.1,4317.013398,0,21,31,8,0.184210526,3.677419355,4178.19,0
customer320,204,605.8,14,134.16,0,46.41,3.423178171,158.6581451,64,34,8,0.31372549,6,471.64,0
customer3200,25,2630,1,45,0,515,426,0,9,17,8,0.36,1.470588235,2585,0
customer3201,17,1992.89,8,1620.02,0,130.81,2714.217149,17323.54334,4,13,6,0.235294118,1.307692308,372.87,0
customer3202,4,703,1,400,0,103,22952.25,0,1,4,2,0.25,1,303,0
customer3203,10,254,0,0,0,30.89,24.93333333,0,2,10,4,0.2,1,254,0
customer3204,19,5468.35,6,1819.95,0,500,47679.59785,43027.07375,5,16,9,0.263157895,1.1875,3648.4,0
customer3205,6,396.25,0,0,0,103,633.1104167,0,3,6,4,0.5,1,396.25,0
customer3206,13,373.28,2,50.05,0,41.2,45.78979231,0.00125,6,9,4,0.461538462,1.444444444,323.23,0
customer3207,19,1366,25,1068.95,0,309,1075.099415,527.3286833,5,16,9,0.263157895,1.1875,297.05,0
customer3208,3,130,0,0,0,77.25,1258.333333,0,1,3,3,0.333333333,1,130,0
customer3209,20,7225.34,0,0,4,926.02,50569.15616,0,6,6,3,0.3,3.333333333,7225.34,1.609437912
customer321,245,9043.11,183,7364.61,0,334.75,2212.106095,2494.637982,58,34,8,0.236734694,7.205882353,1678.5,0
customer3210,2,40,0,0,0,20.6,0,0,0,2,1,0,1,40,0
customer3211,8,7200.57,1,0.57,2,1030,80016.32633,0,5,4,1,0.625,2,7200,1.098612289
customer3212,3,575,0,0,0,309,12708.33333,0,1,3,3,0.333333333,1,575,0
customer3213,6,506,0,0,0,206,5032.666667,0,1,4,2,0.166666667,1.5,506,0
customer3214,16,5918.34,3,3300,0,406.85,234176.1269,910000,1,12,6,0.0625,1.333333333,2618.34,0
customer3215,20,544,0,0,0,206,1846.168421,0,8,4,2,0.4,5,544,0
customer3216,2,80,0,0,0,51.5,200,0,1,2,2,0.5,1,80,0
